ID , Name , CAS , Year , Status , Is_a_Metabolite , Has_a_Metabolite , Route , VD(hour) , Cl(liter/hour) , t1/2(hour) , PPB(percentage) , F(percentage) , Cmax , Cmax_unit , Tmax(hour) , Solubility
1155, DOBUTAMINE , 34368-04-2 ,1978,  ,  ,  , INJECTION ,13,249,0.033,,,332, NANOMOLAR ,, 
1156, BACLOFEN , 1134-47-0 ,1977,  ,  ,  , ORAL INTRATHECAL ,59,10,5,30,,,  ,, SOLUBILITY SLIGHTLY SOLUBLE IN WATER
1157, TEMAZEPAM , 846-50-4 ,1981,  ,  324  ,  , ORAL ,,,8.8,96,92,2.7, MICROMOLAR ,1.5, SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER
1158, OXPRENOLOL , 6452-71-7 ,0, DISCONTINUED ,  ,  , ORAL ,180,120,1.5,,46.5,0.22, MICROMOLAR ,1.5, 
1159, AMINOGLUTETHIMIDE , 125-84-8 ,1980, DISCONTINUED ,  ,  , ORAL ,,,12.5,,100,25.4, MICROMOLAR ,1.5, SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER
1160, DIPIVEFRIN , 52365-63-6 ,1980, DISCONTINUED ,  ,  64  , OPHTHALMIC ,,,,,,,  ,, SOLUBILITY FREELY SOLUBLE IN WATER
1161, ATENOLOL , 29122-68-7 ,1981,  ,  ,  , ORAL INJECTION ,61,9.75,6.5,11,50,,  ,3, SOLUBILITY 26.5 MILLIGRAM / MILLILITER
1162, TOCAINIDE , 41708-72-9 ,1984, DISCONTINUED ,  ,  , ORAL ,117,8.5,15,10,100,31.5, MICROMOLAR ,1.25, SOLUBILITY FREELY SOLUBLE IN WATER
1163, PINDOLOL , 13523-86-9 ,1982,  ,  ,  , ORAL ,130,30,3.5,40,95,427, NANOMOLAR ,1, SOLUBILITY SOLUBLE IN AQUAEOUS ACIDS
1164, CARPROFEN , 53716-49-7 ,1987, DISCONTINUED ,  ,  , ORAL ,,,,,,,  ,, 
1165, SULCONAZOLE , 61318-90-9 ,1985,  ,  ,  , TOPICAL ,,,,,,,  ,, SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER
1166, ECONAZOLE , 27220-47-9 ,1982,  ,  ,  , TOPICAL ,,,,,,1, NANOMOLAR ,6.8, 
1167, KETOPROFEN , 22071-15-4 ,1986,  ,  ,  , ORAL ,6.5,6.9,3.5,99,90,12.2, MICROMOLAR ,1.25, SOLUBILITY PRACTICALLY INSOLUBLE IN WATER
1168, FLURBIPROFEN , 5104-49-4 ,1986,  ,  ,  , ORAL OPHTHALMIC ,7.8,1.08,5,99,96,57, MICROMOLAR ,2, SOLUBILITY SLIGHTLY SOLUBLE IN WATER
1169, FLECAINIDE , 54143-55-4 ,1985,  ,  ,  , ORAL ,366,17.6,12,48,,,  ,, SOLUBILITY 48.4 MILLIGRAM / MILLILITER
1170, NIMODIPINE , 66085-59-4 ,1988,  ,  ,  , ORAL ,66,54,1.5,95,13,,  ,1, SOLUBILITY PRACTICALLY INSOLUBLE IN WATER
1171, MEXILETINE , 31828-71-4 ,1985,  ,  ,  , ORAL ,360,30,11,55,90,,  ,, SOLUBILITY FREELY SOLUBLE IN WATER
1172, ACEBUTOLOL , 37517-30-9 ,1984,  ,  ,  1611  1612  , ORAL ,102,36,3.5,26,40,,  ,2.5, SOLUBILITY FREELY SOLUBLE IN WATER
1173, ETODOLAC , 41340-25-4 ,1991,  ,  ,  , ORAL ,23,3,6.4,99,100,128, MICROMOLAR ,1.3, SOLUBILITY INSOLUBLE IN WATER
1174, FLUOXETINE , 54910-89-3 ,1987,  ,  ,  1609  1610  , ORAL ,1950,,120,94.5,,178, NANOMOLAR ,7, SOLUBILITY 14 MILLIGRAM / MILLILITER
1175, BEPRIDIL , 64706-54-3 ,1990, DISCONTINUED ,  ,  , ORAL ,,,42,99,,6.8, MICROMOLAR ,, SOLUBILITY SLIGHTLY SOLUBLE IN WATER
1176, TERAZOSIN , 63590-64-7 ,1987,  ,  ,  , ORAL ,58,4,12,99,,,  ,1, SOLUBILITY FREELY SOLUBLE IN WATER
1177, IPRATROPIUM , 60205-81-4 ,1986,  ,  ,  , INHALATION NASAL ,0.43,0.15,2,9,3,, DETECTABLE ,, SOLUBILITY FREELY SOLUBLE IN WATER
1178, PROPAFENONE , 54063-53-5 ,1989,  ,  ,  , ORAL ,252,57,21,95,12,,  ,3.5, SOLUBILITY SLIGHTLY SOLUBLE IN WATER
1179, METHACHOLINE , 55-92-5 ,1986,  ,  ,  , INHALATION ,,,,,,,  ,, SOLUBILITY SOLUBLE IN WATER
1180, CARTEOLOL , 51781-06-7 ,1988,  ,  ,  , ORAL OPHTHALMIC ,,,,,,,  ,, SOLUBILITY SOLUBLE IN WATER
1181, BETAXOLOL , 63659-18-7 ,1985,  ,  ,  , OPHTHALMIC ORAL ,312,13.26,18,50,89,70.3, NANOMOLAR ,3, SOLUBILITY SOLUBLE IN WATER
1182, ESMOLOL , 81147-92-4 ,1986,  ,  ,  , INJECTION INTRAVENOUS ,78,1300,0.15,55,,,  ,, SOLUBILITY SOLUBLE IN WATER
1183, SUPROFEN , 40828-46-4 ,1988, DISCONTINUED ,  ,  , OPHTHALMIC ,2.6,2.96,2.1,99,,,  ,, 
1184, RIMANTADINE , 13392-28-4 ,1993,  ,  ,  , ORAL ,219,3.9,39,40,,510, NANOMOLAR ,, SOLUBILITY SOLUBLE IN WATER (50 MILLIGRAM / MILLILITER)
1185, EVEROLIMUS , 159351-69-6 ,2009,  ,  ,  , ORAL ,358,8.2,30,74,,,  ,, SOLUBILITY POORLY SOLUBLE IN WATER
1186, AMLODIPINE , 88150-42-9 ,1992,  ,  ,  , ORAL ,1365,27.3,40,93,77,,  ,8, SOLUBILITY SLIGHTLY SOLUBLE IN WATER
1187, MIDODRINE , 42794-76-3 ,1996,  ,  ,  176  360  , ORAL ,,,0.4,0,100,,  ,0.5, SOLUBILITY SOLUBLE IN WATER
1188, FELODIPINE , 72509-76-3 ,1991,  ,  ,  , ORAL ,650,48,14,99,20,2, NANOMOLAR ,4.5, SOLUBILITY INSOLUBLE IN WATER
1189, LEVOCETIRIZINE , 83881-52-1 ,1995,  ,  ,  , ORAL OPHTHALMIC ,26,2.4,8,91,,0.79, MICROMOLAR ,2.2, SOLUBILITY VERY SOLUBLE IN WATER
1190, METIPRANOLOL , 22664-55-7 ,1989,  ,  ,  , OPHTHALMIC ,,,,,,,  ,, 
1191, BISOPROLOL , 66722-44-9 ,1992,  ,  ,  , ORAL ,156,14.4,10,30,80,0.21, MICROMOLAR ,3, SOLUBILITY SOLUBLE IN WATER
1192, ONDANSETRON , 99614-02-5 ,1991,  ,  ,  , INJECTION ORAL ,107,24.7,3.5,73,,0.34, MICROMOLAR ,, SOLUBILITY SOLUBLE IN WATER
1193, LOMEFLOXACIN , 98079-51-7 ,1992, DISCONTINUED ,  ,  , ORAL ,97.3,8.7,7.75,10,97,9.1, MICROMOLAR ,, SOLUBILITY SLIGHTLY SOLUBLE IN WATER
1194, DESFLURANE , 57041-67-5 ,1992,  ,  ,  , INHALATION ,,,,,,,  ,, 
1195, HALOFANTRINE , 69756-53-2 ,1992, DISCONTINUED ,  ,  , ORAL ,,,192,,,9.8, MICROMOLAR ,, SOLUBILITY PRATICALLY INSOLUBLE IN WATER
1196, CARVEDILOL , 72956-09-3 ,1995,  ,  ,  , ORAL ,115,36,8.5,98,30,,  ,, SOLUBILITY PRATICALLY INSOLUBLE IN WATER
1197, BICALUTAMIDE , 90357-06-5 ,1995,  ,  ,  , ORAL ,64,0.32,139,96,,1.78, MICROMOLAR ,, SOLUBILITY PRATICALLY INSOLUBLE IN WATER AT 37 DEGREE CELCIUS 5 MICROGRAM / MILLILITER
1198, DONEPEZIL , 120014-06-4 ,1996,  ,  ,  , ORAL ,910,8.4,70,96,,160, NANOMOLAR ,3, SOLUBILITY SOLUBLE IN WATER
1199, GREPAFLOXACIN , 119914-60-2 ,1997, DISCONTINUED ,  ,  , ORAL ,325,15,15,50,70,4.95, MICROMOLAR ,, SOLUBILITY SOLUBLE IN WATER
1200, THALIDOMIDE , 50-35-1 ,1998,  ,  ,  , ORAL ,61.7,8,7.29,55,,10.9, MICROMOLAR ,4.3, SOLUBILITY SPARINGLY SOLUBLE IN WATER
1201, EPINASTINE , 80012-43-7 ,2003,  ,  ,  , OPHTHALMIC ,969,56,12,64,,0.16, NANOMOLAR ,, 
1202, LACTIC ACID , 50-21-5 ,2006,  ,  ,  , INJECTION ,,,,,,,  ,, 
1203, ILOPROST , 78919-13-8 ,2004,  ,  ,  , INHALATION ,24,62,0.57,60,,, DETECTABLE ,, SOLUBILITY VERY SLIGHTLY SOLUBLE IN DISTILLED WATER BUFFER PH 5
1204, LENALIDOMIDE , 191732-72-6 ,2005,  ,  ,  , ORAL ,,,3,30,,,  ,3.25, SOLUBILITY SOLUBLE IN ORGANIC SOLVENT/WATER MIXTURES
1205, PALIPERIDONE , 144598-75-4 ,2006,  ,  713  1487  1488  ,  , ORAL ,391,10.8,25,74,,,  ,3, SOLUBILITY PRACTICALLY INSOLUBLE IN WATER
1206, METHANTHELINE , 5818-17-7 ,1951, DISCONTINUED ,  ,  , ORAL ,,,2,,,73.5, NANOMOLAR ,, 
1207, NOREPINEPHRINE , 51-41-2 ,1950,  ,  1722  1817  ,  , INJECTION ,,,,,,,  ,, SOLUBILITY SPARINGLY SOLUBLE IN WATER
1208, PHENTOLAMINE , 50-60-2 ,1952,  ,  ,  , INJECTION ,,,2.5,,100,,  ,0.25, SOLUBILITY SPARINGLY SOLUBLE IN WATER
1209, PRIMAQUINE , 90-34-6 ,1952,  ,  ,  , ORAL ,292,37.6,5.6,,,16, NANOMOLAR ,, 
1210, PRIMAQUINE , 90-34-6 ,1952,  ,  ,  , ORAL ,292,37.6,5.6,,,16, NANOMOLAR ,, 
1211, OXYPHENONIUM , 14214-84-7 ,0, DISCONTINUED ,  ,  , ORAL ,,,,,,,  ,, 
1212, OXYPHENONIUM , 14214-84-7 ,0, DISCONTINUED ,  ,  , ORAL ,,,,,,,  ,, 
1213, ERGOLOID , 8067-24-1 ,1953,  ,  ,  , SUBLINGUAL ORAL ,,,3.85,,50,,  ,2.25, 
1214, BENZTROPINE , 86-13-5 ,1954,  ,  ,  , ORAL INJECTION ,,,,,,,  ,, SOLUBILITY SOLUBLE IN WATER
1215, CYCLIZINE , 82-92-8 ,1954, DISCONTINUED ,  ,  , INJECTION ,,,,,,,  ,, 
1216, DIHYDROCODEINE , 125-28-0 ,1958,  ,  ,  , ORAL ,,,,,,,  ,, 
1217, ACETOPHENAZINE , 2751-68-0 ,1961, DISCONTINUED ,  ,  , ORAL ,,,,,,,  ,, 
1218, GUANETHIDINE , 55-65-2 ,1960, DISCONTINUED ,  ,  , ORAL ,,,,,,40, NANOMOLAR ,, 
1219, METHYSERGIDE , 361-37-5 ,1962, DISCONTINUED ,  ,  , ORAL ,,,,,,,  ,, 
1220, CARPHENAZINE , 2622-30-2 ,1963, DISCONTINUED ,  ,  , ORAL ,,,,,,,  ,, 
1221, METAPROTERENOL , 586-06-1 ,1973,  ,  ,  , ORAL INHALATION ,,,,,40,,  ,, 
1222, METAPROTERENOL , 586-06-1 ,1973,  ,  ,  , ORAL INHALATION ,,,,,40,,  ,, 
1223, MAFENIDE , 138-39-6 ,1969,  ,  ,  , TOPICAL ,,,,,,1.06, MILLIMOLAR ,2, SOLUBILITY SOLUBLE IN WATER
1224, MESORIDAZINE , 5588-33-0 ,1970, DISCONTINUED ,  ,  , ORAL INJECTION ,,,,,,,  ,, 
1225, MESORIDAZINE , 5588-33-0 ,1970, DISCONTINUED ,  ,  , ORAL INJECTION ,,,,,,,  ,, 
1226, CLORAZEPATE , 23887-31-2 ,1972,  ,  ,  1709  , ORAL ,13,4.29,2.4,,,,  ,, SOLUBILITY SOLUBLE IN WATER
1227, TERBUTALINE , 23031-25-6 ,1974,  ,  ,  , INJECTION ORAL INHALATION ,148,18,5.7,25,,38.2, NANOMOLAR ,, SOLUBILITY SOLUBLE IN WATER
1228, CLORAZEPATE , 23887-31-2 ,1972,  ,  ,  1709  , ORAL ,13,4.29,2.4,,,,  ,, SOLUBILITY SOLUBLE IN WATER
1229, TERBUTALINE , 23031-25-6 ,1974,  ,  ,  , INJECTION ORAL INHALATION ,148,18,5.7,25,,38.2, NANOMOLAR ,, SOLUBILITY SOLUBLE IN WATER
1230, AZATADINE , 3964-81-6 ,1977, DISCONTINUED ,  ,  , ORAL ,,,,,,,  ,, 
1231, CLEMASTINE , 15686-51-8 ,1977,  ,  ,  , ORAL ,,,,,,1.7, NANOMOLAR ,3.5, 
1232, BETHANIDINE , 55-73-2 ,1981, DISCONTINUED ,  ,  , ORAL ,,,39,,,,  ,, 
1233, CHLORHEXIDINE , 55-56-1 ,1976,  ,  ,  , TOPICAL DENTAL ,,,,,,, DETECTABLE ,, 
1234, DESMOPRESSIN , 16679-58-6 ,1978,  ,  ,  , NASAL INJECTION ORAL SUBLINGUAL ,19.5,5.46,3,,3.7,,  ,, 
1235, CERULETIDE , 17650-98-5 ,0, DISCONTINUED ,  ,  , INJECTION ,,,,,,,  ,, 
1236, MORPHINE , 57-27-2 ,1984,  ,  ,  , INJECTION ORAL EPIDURAL INTRAMUSCULAR INTRAVENOUS ,227,97.5,2,27,40,273, NANOMOLAR ,, SOLUBILITY SOLUBLE IN WATER
1237, NICOTINE , 54-11-5 ,1984,  ,  ,  , BUCCAL TRANSDERMAL NASAL ORAL ,162,72,1.5,5,53,55, NANOMOLAR ,, SOLUBILITY SOLUBLE
1238, BITOLTEROL , 30392-40-6 ,1984, DISCONTINUED ,  ,  , INHALATION ,,,,,,,  ,, 
1239, BITOLTEROL , 30392-40-6 ,1984, DISCONTINUED ,  ,  , INHALATION ,,,,,,,  ,, 
1240, PENBUTOLOL , 38363-40-5 ,1987, DISCONTINUED ,  ,  , ORAL ,,,5,89,,,  ,, 
1241, PIRBUTEROL , 38677-81-5 ,1986, DISCONTINUED ,  ,  , INHALATION ,,,,,,, THE ,, SOLUBILITY FREELY SOLUBLE IN WATER
1242, PIRBUTEROL , 38677-81-5 ,1986, DISCONTINUED ,  ,  , INHALATION ,,,,,,, THE ,, SOLUBILITY FREELY SOLUBLE IN WATER
1243, SUFENTANIL , 56030-54-7 ,1984,  ,  ,  , INJECTION SUBLINGUAL ,611,58.5,2.7,93,,0.26, NANOMOLAR ,, 
1244, BUTOCONAZOLE , 64872-76-0 ,1995,  ,  ,  , VAGINAL ,,,,,2,45, NANOMOLAR ,18, SOLUBILITY PRACTICALLY INSOLUBLE IN WATER
1245, BUTOCONAZOLE , 64872-76-0 ,1995,  ,  ,  , VAGINAL ,,,,,2,45, NANOMOLAR ,18, SOLUBILITY PRACTICALLY INSOLUBLE IN WATER
1246, PENTAMIDINE , 100-33-4 ,1984,  ,  ,  , INJECTION INHALATION ,3445,248,25,,,1.8, MICROMOLAR ,, SOLUBILITY SOLUBLE IN WATER
1247, MILRINONE , 78415-72-2 ,1987,  ,  ,  , INJECTION ,24.7,8.4,2.3,70,,,  ,, SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER
1248, PIPECURONIUM , 68399-58-6 ,1990, DISCONTINUED ,  ,  , INJECTION ,16.2,7.8,1.7,2,,,  ,, 
1249, OCTREOTIDE , 83150-76-9 ,1988,  ,  ,  , INJECTION ,13.6,8.5,1.8,65,,5.1, NANOMOLAR ,, 
1250, DOXAZOSIN , 74191-85-8 ,1990,  ,  ,  , ORAL ,84.5,6.24,17,98,59,57, NANOMOLAR ,, 
1251, DOXAZOSIN , 74191-85-8 ,1990,  ,  ,  , ORAL ,84.5,6.24,17,98,59,57, NANOMOLAR ,, 
1252, GOSERELIN , 65807-02-5 ,1989,  ,  ,  , IMPLANTATION ,20.3,9.78,1.4,27.3,,2.23, NANOMOLAR ,, SOLUBILITY SOLUBLE IN WATER
1253, NAFARELIN , 76932-56-4 ,1990,  ,  ,  , NASAL ,,,3,80,2.8,1.36, NANOMOLAR ,0.4, 
1254, FENOLDOPAM , 67227-56-9 ,1997,  ,  ,  , INJECTION ,,,0.083,,,,  ,, SOLUBILITY SPARINGLY SOLUBLE IN WATER
1255, FENOLDOPAM , 67227-56-9 ,1997,  ,  ,  , INJECTION ,,,0.083,,,,  ,, SOLUBILITY SPARINGLY SOLUBLE IN WATER
1256, PAMIDRONATE , 57248-88-1 ,1991,  ,  ,  , INJECTION ,258,6.4,28,,54,11.1, MICROMOLAR ,, SOLUBILITY SOLUBLE IN WATER
1257, SUMATRIPTAN , 103628-46-2 ,1992,  ,  ,  , SUBCUTANEOUS ORAL NASAL IONTOPHORESIS INHALATION ,50,71.6,1.9,21,97,0.25, MICROMOLAR ,, 
1258, PENTOSAN POLYSULFATE , 9014-63-5 ,1996,  ,  ,  , ORAL ,,,20,,6,,  ,2, SOLUBILITY SOLUBLE IN WATER TO 50 PERCENT AT PH 6
1259, ROCURONIUM , 143558-00-3 ,1994,  ,  ,  , INJECTION ,16.2,16.2,1.4,30,,,  ,, SOLUBILITY PARTITION COEFFICIENT IN N-OCTANOL/WATER IS 0.5 AT 20 DEGREE CELSIUS.
1260, LEVOMETHADYL ACETATE , 1477-40-3 ,1993, DISCONTINUED ,  ,  , ORAL ,1300,14.3,62,,,,  ,, SOLUBILITY > 15 MILLIGRAM / MILLILITER
1261, CYSTEAMINE , 60-23-1 ,1994,  ,  ,  , ORAL OPHTHALMIC ,156,72,1.5,52,,33.7, MICROMOLAR ,, SOLUBILITY HIGHLY WATER SOLUBLE
1262, IBUTILIDE , 122647-31-8 ,1995,  ,  ,  , INJECTION ,715,110,8,40,,,  ,, SOLUBILITY 100 MILLIGRAM / MILLILITER
1263, IBUTILIDE , 122647-31-8 ,1995,  ,  ,  , INJECTION ,715,110,8,40,,,  ,, SOLUBILITY 100 MILLIGRAM / MILLILITER
1264, TOREMIFENE , 89778-26-7 ,1997,  ,  ,  , ORAL ,580,5,120,99.5,,,  ,, SOLUBILITY 0.63 MILLIGRAM / MILLILITER
1265, ROPIVACAINE , 84057-95-4 ,1996,  ,  ,  , INJECTION ,41,23,4.2,94,,6.9, MICROMOLAR ,, SOLUBILITY 53.8 MILLIGRAM / MILLILITER
1266, BALSALAZIDE , 80573-04-2 ,2000,  ,  ,  1399  , ORAL ,,,1.9,99,,1.42, MICROMOLAR ,0.8, SOLUBILITY FREELY SOLUBLE IN WATER
1267, DOLASETRON , 115956-12-2 ,1997, DISCONTINUED ,  ,  1568  1569  , ORAL INJECTION ,,,,,,,  ,, SOLUBILITY SLIGHTLY SOLUBLE IN NORMAL SALINE
1268, SAQUINAVIR , 127779-20-8 ,1995,  ,  ,  , ORAL ,700,74.1,7,98,4,,  ,, SOLUBILITY 2.22 MILLIGRAM PER MILLILITER
1269, QUETIAPINE , 111974-69-7 ,1997,  ,  ,  1567  , ORAL ,650,75,6,83,100,,  ,, SOLUBILITY MODERATELY SOLUBLE IN WATER
1270, PRAMIPEXOLE , 104632-26-0 ,1997,  ,  ,  , ORAL ,500,43.3,8,15,90,,  ,, SOLUBILITY 20 PERCENT IN WATER
1271, INDINAVIR , 150378-17-9 ,1996,  ,  ,  , ORAL ,53.3,70.2,1.8,60,,12, NANOMOLAR ,, SOLUBILITY GOOD IN WATER
1272, DELAVIRDINE , 136817-59-9 ,1997,  ,  ,  , ORAL ,,,5.8,98,85,35, MICROMOLAR ,1, SOLUBILITY 0.81 MICROGRAM PER MILLILITER (PH=7.4)
1273, EMEDASTINE , 87233-61-2 ,1997,  ,  ,  , OPHTHALMIC ,,,3.5,,,1.6, NANOMOLAR ,, SOLUBILITY WATER SOLUBLE FINE POWDER
1274, TILUDRONATE , 89987-06-4 ,1997, DISCONTINUED ,  ,  , ORAL ,,,150,90,6,9.4, MICROMOLAR ,, 
1275, EPROSARTAN , 133040-01-4 ,1997,  ,  ,  , ORAL ,308,48.5,20,98,13,,  ,, SOLUBILITY INSOLUBLE IN WATER
1276, TROVAFLOXACIN , 147059-72-1 ,1997, DISCONTINUED ,  689  ,  , ORAL ,84.5,5.4,9,76,,2.4, MICROMOLAR ,, 
1277, NELFINAVIR , 159989-64-7 ,1997,  ,  ,  , ORAL ,292,47.6,4.25,98,,7, MICROMOLAR ,, SOLUBILITY SLIGHTLY SOLUBLE IN WATER AT PH < 4
1278, CITALOPRAM , 59729-33-8 ,1998,  ,  ,  , ORAL ,780,19.8,35,80,80,,  ,, SOLUBILITY SPARINGLY SOLUBLE IN WATER
1279, ESCITALOPRAM , 128196-01-0 ,2002,  ,  ,  , ORAL ,780,36,29.5,56,80,,  ,, SOLUBILITY SPARINGLY SOLUBLE IN WATER
1280, CLOPIDOGREL , 113665-84-2 ,1997,  ,  ,  1564  1565  , ORAL ,,,6,98,50,7.7, NANOMOLAR ,0.75, SOLUBILITY PRACTICALLY INSOLUBLE IN WATER AT NEUTRAL PH BUT FREELY SOLUBLE AT PH 1
1281, RIZATRIPTAN , 144034-80-0 ,1998,  ,  ,  , ORAL ,125,34.6,2.5,14,45,,  ,, SOLUBILITY SOLUBLE IN WATER AT ABOUT 42 MILLIGRAM / MILLILITER
1282, SILDENAFIL , 139755-83-2 ,1998,  ,  ,  1563  , ORAL INTRAVENOUS ,105,18,4,96,41,,  ,, SOLUBILITY 3.5 MILLIGRAM / MILLILITER
1283, ABACAVIR , 136470-78-5 ,1998,  ,  ,  , ORAL ,55.9,52,1.54,50,83,10.4, MICROMOLAR ,, SOLUBILITY 77 MILLIGRAM / MILLILITER (LOGP = 1.20)
1284, RAPACURONIUM , 465499-11-0 ,1999, DISCONTINUED ,  ,  1562  , INJECTION ,18.9,25.3,2.3,69,,,  ,, 
1285, ALMOTRIPTAN , 154323-57-6 ,2001,  ,  ,  , ORAL ,190,37.6,3.5,35,70,,  ,, SOLUBILITY SOLUBLE IN WATER
1286, FROVATRIPTAN , 158747-02-5 ,2001,  ,  ,  , ORAL ,234,10.5,26,15,25,,  ,, SOLUBILITY SOLUBLE IN WATER
1287, ROSIGLITAZONE , 122320-73-4 ,1999,  ,  ,  , ORAL ,17.6,3.03,3.5,99.8,99,1.67, MICROMOLAR ,, SOLUBILITY SOLUBLE IN A BUFFERED AQUEOUS SOLUTION WITH PH 5 OF 2.3 BUT DECREASES WITH INCREASING PH
1288, ROSIGLITAZONE , 122320-73-4 ,1999,  ,  ,  , ORAL ,17.6,3.03,3.5,99.8,99,1.67, MICROMOLAR ,, SOLUBILITY SOLUBLE IN A BUFFERED AQUEOUS SOLUTION WITH PH 5 OF 2.3 BUT DECREASES WITH INCREASING PH
1289, OSELTAMIVIR , 196618-13-0 ,1999,  ,  ,  1561  , ORAL ,,,2,42,,208.3, NANOMOLAR ,, 
1290, GALANTAMINE , 357-70-0 ,2001,  ,  ,  , ORAL ,175,18,7,18,90,,  ,, SOLUBILITY SPARINGLY SOLUBLE IN WATER
1291, CASPOFUNGIN , 162808-62-0 ,2001,  ,  ,  , INTRAVENOUS ,8.45,0.72,27,97,,,  ,, SOLUBILITY FREELY SOLUBLE IN WATER
1292, IMATINIB , 152459-95-5 ,2001,  ,  ,  , ORAL ,285,11,18,95,98,,  ,, SOLUBILITY SOLUBLE IN AQUEOUS BUFFERS < PH 5.5 BUT IS VERY SLIGHTLY SOLUBLE TO INSOLUBLE IN NEUTRAL OR ALKALINE AQUEOUS BUFFERS
1293, SERTACONAZOLE , 99592-32-2 ,2003,  ,  ,  , TOPICAL ,,,,,,, THE ,, SOLUBILITY PRACTICALLY INSOLUBLE IN WATER
1294, SERTACONAZOLE , 99592-32-2 ,2003,  ,  ,  , TOPICAL ,,,,,,, THE ,, SOLUBILITY PRACTICALLY INSOLUBLE IN WATER
1295, TIOTROPIUM , 186691-13-4 ,2004,  ,  ,  , INHALATION ,2080,52.8,132,72,19.5,0.01, NANOMOLAR ,, SOLUBILITY SPARINGLY SOLUBLE IN WATER
1296, METHYL AMINOLEVULINATE , 33320-16-0 ,2004, DISCONTINUED ,  ,  , TOPICAL ,,,,,,,  ,, SOLUBILITY FREELY SOLUBLE IN WATER
1297, PEMETREXED , 137281-23-3 ,2004,  ,  ,  , INTRAVENOUS INJECTION IV ,16.1,5.5,3.5,81,,,  ,, 
1298, DARIFENACIN , 133099-04-4 ,2004,  ,  ,  , ORAL ,163,40,16,98,19,23.4, NANOMOLAR ,, 
1299, SOLIFENACIN , 242478-37-1 ,2004,  ,  ,  , ORAL ,600,7.3,56.5,98,90,173.7, NANOMOLAR ,, SOLUBILITY FREELY SOLUBLE IN WATER
1300, ATAZANAVIR , 198904-31-3 ,2003,  ,  ,  , ORAL ,,,7.9,86,,8.7, MICROMOLAR ,2.5, SOLUBILITY SLIGHTLY SOLUBLE IN WATER 4 TO 5 MILLIGRAM / MILLILITER WITH THE PH=1.9 AT 24 DEGREE CELSIUS
1301, TETRACAINE , 94-24-6 ,2005,  ,  ,  , TOPICAL OPHTHALMIC NASAL ,,,,75,,, MEASURABLE ,, 
1302, RASAGILINE , 136236-51-6 ,2006,  ,  ,  , ORAL ,87,20,3,91,36,,  ,, SOLUBILITY FREELY SOLUBLE IN WATER
1303, SORAFENIB , 284461-73-0 ,2005,  ,  ,  , ORAL ,,,36.5,99.5,43.5,,  ,3, SOLUBILITY PRACTICALLY INSOLUBLE IN WATER
1304, SUNITINIB , 557795-19-4 ,2006,  ,  ,  , ORAL ,2230,48,50,95,,0.2055, MICROMOLAR ,, SOLUBILITY 25 MILLIGRAM / MILLILITER
1305, DARUNAVIR , 206361-99-1 ,2006,  ,  ,  , ORAL ,417,19.3,15,95,59,,  ,, SOLUBILITY 0.15 MILLIGRAM / MILLILITER IN WATER
1306, LISDEXAMFETAMINE , 608137-32-2 ,2007,  ,  ,  1332  , ORAL ,,,,,,,  ,, SOLUBILITY SOLUBLE IN WATER 792 MILLIGRAM / MILLILITER
1307, ALISKIREN , 173334-57-1 ,2007,  ,  ,  , ORAL ,135,9,24,49,2.5,,  ,2, SOLUBILITY HIGHLY SOLUBLE IN WATER
1308, SITAGLIPTIN , 486460-32-6 ,2006,  ,  ,  , ORAL ,198,11,12.4,38,87,950, NANOMOLAR ,, SOLUBILITY SOLUBLE IN WATER
1309, LAPATINIB , 231277-92-2 ,2007,  ,  ,  , ORAL ,,,14.2,99,,4.18, MICROMOLAR ,4, SOLUBILITY 0.007 MILLIGRAM / MILLILITER
1310, NILOTINIB , 641571-10-0 ,2007,  ,  ,  , ORAL ,,,17,98,,,  ,3, SOLUBILITY IN AQUEOUS SOLUTIONS DECREASES WITH INCREASING PH
1311, BACITRACIN , 1405-87-4 ,1948,  ,  ,  , TOPICAL OPHTHALMIC INJECTION ,,,,,100,1.4, MICROMOLAR ,, 
1312, COLISTIN , 1066-17-7 ,1962,  ,  977  ,  , ORAL OTIC ,189,13.7,14.4,,,1.99, MICROMOLAR ,, 
1313, BLEOMYCIN , 11056-06-7 ,1973,  ,  ,  , INJECTION ,30.2,5.2,2,,72.5,,  ,, SOLUBILITY FREELY SOLUBLE IN WATER
1314, TOBRAMYCIN , 32986-56-4 ,1975,  ,  ,  , INJECTION OPHTHALMIC INHALATION ,14.9,6.24,2,0,,,  ,, SOLUBILITY SOLUBLE IN WATER
1315, MEZLOCILLIN , 51481-65-3 ,1981, DISCONTINUED ,  ,  , INJECTION ,5.8,8.1,1.2,30,,,  ,, 
1316, BENZOYL PEROXIDE , 94-36-0 ,1984,  ,  ,  , TOPICAL ,,,,,,,  ,, SOLUBILITY SPARINGLY SOLUBLE IN WATER
1317, CEFOTETAN , 69712-56-7 ,1985,  ,  ,  , INJECTION ,10.4,1.8,3.8,88,,412, MICROMOLAR ,, SOLUBILITY VERY SOLUBLE IN WATER
