cid,dose,dose_min,dose_max,dose_unit,dose_conf,dose_unit_type,duration,duration_unit,frequency,frequency_unit,rate,rate_unit,volume,volume_unit,lifestage
12593,2000 mg/kg/day,2000,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12747,2000 mg/kg/day,2000,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12787,2000 mg/kg/day,2000,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12825,2000mg/kg/day,2000,2000,mg/kg,high,mass_mass,,,1,day,,,,,
26597,2000 mg/kg/day,2000,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
31443,2000 mg/kg/day,2000,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
32101,2000 mg/kg/day,2000,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
41046,2000 mg/kg/day,2000,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
41047,2000 mg/kg/day,2000,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
42114,2000 mg/kg/day,2000,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
59063,"2000 mg/kg/day, administered in 2 equal doses, 6 H apart",2000,2000,mg/kg,high,mass_mass,,,1,day,,,,,
59064,"2000 mg/kg/day, administered in 2 equal doses, 6 H apart",2000,2000,mg/kg,high,mass_mass,,,1,day,,,,,
19795,2000 mg/kg/day/60D,2000,2000,mg/kg,high,mass_mass,,,1,day,,,,,
13786,2000 mg/kg/day/11-13D preg,2000,2000,mg/kg,high,mass_mass,,,1,day,,,,,
13787,2000 mg/kg/day/13-15D preg,2000,2000,mg/kg,high,mass_mass,,,1,day,,,,,
13788,2000 mg/kg/day/15-17D preg,2000,2000,mg/kg,high,mass_mass,,,1,day,,,,,
13789,2000 mg/kg/day/6-8D preg,2000,2000,mg/kg,high,mass_mass,,,1,day,,,,,
13790,2000 mg/kg/day/7-9D preg,2000,2000,mg/kg,high,mass_mass,,,1,day,,,,,
13791,2000 mg/kg/day/8-10D preg,2000,2000,mg/kg,high,mass_mass,,,1,day,,,,,
13792,2000 mg/kg/day/9-11D preg,2000,2000,mg/kg,high,mass_mass,,,1,day,,,,,
19793,2000 mg/kg/day/2M,2000,2000,mg/kg,high,mass_mass,,,1,day,,,,,
19794,2000 mg/kg/day/3M,2000,2000,mg/kg,high,mass_mass,,,1,day,,,,,
53084,2000 mg/kg/once daily,2000,2000,mg/kg,high,mass_mass,,,1,day,,,,,
28943,Up to 2000 mg/kg/day,2000,2000,mg/kg,low,mass_mass,,,1,day,,,,,
37750,2000 mg/kg/day,2000,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
50919,2000 mg/kg/day,2000,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
18951,2000 mg/kg/day,2000,2000,mg/kg,high,mass_mass,2,day,1,day,,,,,
34211,1120-2050 mg/kg/day,1120,2050,mg/kg,high,mass_mass,1,day,1,day,,,,,
35205,2065 mg/kg/day,2065,2065,mg/kg,high,mass_mass,1,day,1,day,,,,,
52299,2100 mg/kg/day,2100,2100,mg/kg,high,mass_mass,1,day,1,day,,,,,
35206,2105 mg/kg/day,2105,2105,mg/kg,high,mass_mass,1,day,1,day,,,,,
28546,2240 mg/kg/day,2240,2240,mg/kg,high,mass_mass,1,day,1,day,,,,,
28547,2250 mg/kg/day,2250,2250,mg/kg,high,mass_mass,1,day,1,day,,,,,
25367,2320 mg/kg/day,2320,2320,mg/kg,high,mass_mass,1,day,1,day,,,,,
29471,2336 mg/kg/day,2336,2336,mg/kg,high,mass_mass,1,day,1,day,,,,,
402,960-2400 mg/kg/day,960,2400,mg/kg,high,mass_mass,1,day,1,day,,,,,
27104,1200-2400 mg/kg/day,1200,2400,mg/kg,high,mass_mass,1,day,1,day,,,,,
368,2400 mg/kg/day,2400,2400,mg/kg,high,mass_mass,1,day,1,day,,,,,
369,2400 mg/kg/day,2400,2400,mg/kg,high,mass_mass,1,day,1,day,,,,,
7106,2400 mg/kg/day,2400,2400,mg/kg,high,mass_mass,1,day,1,day,,,,,
34913,2430 mg/kg/day,2430,2430,mg/kg,high,mass_mass,1,day,1,day,,,,,
34914,2430 mg/kg/day,2430,2430,mg/kg,high,mass_mass,1,day,1,day,,,,,
36634,2460 mg/kg/day,2460,2460,mg/kg,high,mass_mass,1,day,1,day,,,,,
34150,2500 mg (I)/kg/day,2500,2500,mg/kg,low,mass_mass,,,1,day,,,,,
372,2500 mg/kg/day,2500,2500,mg/kg,high,mass_mass,1,day,1,day,,,,,
6919,2500 mg/kg/day,2500,2500,mg/kg,high,mass_mass,1,day,1,day,,,,,
28931,2500 mg/kg/day,2500,2500,mg/kg,high,mass_mass,1,day,1,day,,,,,
49964,2500 mg/kg/day,2500,2500,mg/kg,high,mass_mass,1,day,1,day,,,,,
49965,2500 mg/kg/day,2500,2500,mg/kg,high,mass_mass,1,day,1,day,,,,,
49966,2500 mg/kg/day,2500,2500,mg/kg,high,mass_mass,1,day,1,day,,,,,
50124,2500 mg/kg/day,2500,2500,mg/kg,high,mass_mass,1,day,1,day,,,,,
57077,2500 mg/kg/day,2500,2500,mg/kg,high,mass_mass,1,day,1,day,,,,,
49962,2500 mg/kg mg/kg/day,2500,2500,mg/kg,high,mass_mass,,,1,day,,,,,
29474,2532 mg/kg/day,2532,2532,mg/kg,high,mass_mass,1,day,1,day,,,,,
32771,2560 mg/kg/day,2560,2560,mg/kg,high,mass_mass,1,day,1,day,,,,,
42869,2643 mg/kg/day,2643,2643,mg/kg,high,mass_mass,1,day,1,day,,,,,
42116,2700 mg/kg/day,2700,2700,mg/kg,high,mass_mass,1,day,1,day,,,,,
43797,2700 mg/kg/day,2700,2700,mg/kg,high,mass_mass,1,day,1,day,,,,,
26611,500-2800 mg/kg/day,500,2800,mg/kg,high,mass_mass,1,day,1,day,,,,,
26612,500-2800 mg/kg/day,500,2800,mg/kg,high,mass_mass,1,day,1,day,,,,,
26594,1400-2800 mg/kg/day,1400,2800,mg/kg,high,mass_mass,1,day,1,day,,,,,
26595,1400-2800 mg/kg/day,1400,2800,mg/kg,high,mass_mass,1,day,1,day,,,,,
26599,2800 mg/kg/day,2800,2800,mg/kg,high,mass_mass,1,day,1,day,,,,,
26600,2800 mg/kg/day,2800,2800,mg/kg,high,mass_mass,1,day,1,day,,,,,
26601,2800 mg/kg/day,2800,2800,mg/kg,high,mass_mass,1,day,1,day,,,,,
56672,20-3000 mg/kg/day,20,3000,mg/kg,high,mass_mass,1,day,1,day,,,,,
40341,80-3000 mg/kg/day,80,3000,mg/kg,high,mass_mass,1,day,1,day,,,,,
45695,100-3000 mg/kg/day,100,3000,mg/kg,high,mass_mass,1,day,1,day,,,,,
56656,100-3000 mg/kg/day,100,3000,mg/kg,high,mass_mass,1,day,1,day,,,,,
8785,125-3000 mg/kg/day,125,3000,mg/kg,high,mass_mass,1,day,1,day,,,,,
45713,300-3000 mg/kg/day,300,3000,mg/kg,high,mass_mass,1,day,1,day,,,,,
45697,1000-3000 mg/kg/day,1000,3000,mg/kg,high,mass_mass,1,day,1,day,,,,,
376,3000 mg/kg/day,3000,3000,mg/kg,high,mass_mass,1,day,1,day,,,,,
463,3000 mg/kg/day,3000,3000,mg/kg,high,mass_mass,1,day,1,day,,,,,
5035,3000 mg/kg/day,3000,3000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12721,3000 mg/kg/day,3000,3000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12722,3000 mg/kg/day,3000,3000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12882,3000mg/kg/day,3000,3000,mg/kg,high,mass_mass,,,1,day,,,,,
26063,"3,000 mg/kg/day",3000,3000,mg/kg,high,mass_mass,1,day,1,day,,,,,
28904,3000 mg/kg/day,3000,3000,mg/kg,high,mass_mass,1,day,1,day,,,,,
32104,3000 mg/kg/day,3000,3000,mg/kg,high,mass_mass,1,day,1,day,,,,,
32105,3000 mg/kg/day,3000,3000,mg/kg,high,mass_mass,1,day,1,day,,,,,
32106,3000 mg/kg/day,3000,3000,mg/kg,high,mass_mass,1,day,1,day,,,,,
42119,3000 mg/kg/day,3000,3000,mg/kg,high,mass_mass,1,day,1,day,,,,,
47881,3000 mg/kg/day,3000,3000,mg/kg,high,mass_mass,1,day,1,day,,,,,
51071,3000 mg/kg/day,3000,3000,mg/kg,high,mass_mass,1,day,1,day,,,,,
26604,3000 mg Fe/kg/day,3000,3000,mg/kg,low,mass_mass,,,1,day,,,,,
44267,3000 mg/kg/day,3000,3000,mg/kg,high,mass_mass,1,day,1,day,,,,,
44268,3000 mg/kg/day,3000,3000,mg/kg,high,mass_mass,1,day,1,day,,,,,
7956,3200 mg/kg/day,3200,3200,mg/kg,high,mass_mass,1,day,1,day,,,,,
7957,3200 mg/kg/day,3200,3200,mg/kg,high,mass_mass,1,day,1,day,,,,,
13196,3200 mg/kg/day,3200,3200,mg/kg,high,mass_mass,1,day,1,day,,,,,
43798,3200 mg/kg/day,3200,3200,mg/kg,high,mass_mass,1,day,1,day,,,,,
41052,3400 mg/kg/day,3400,3400,mg/kg,high,mass_mass,1,day,1,day,,,,,
34153,3500 mg (I)/kg/day,3500,3500,mg/kg,low,mass_mass,,,1,day,,,,,
42121,3500 mg/kg/day,3500,3500,mg/kg,high,mass_mass,1,day,1,day,,,,,
36641,3600 mg/kg/day,3600,3600,mg/kg,high,mass_mass,1,day,1,day,,,,,
36642,3600 mg/kg/day,3600,3600,mg/kg,high,mass_mass,1,day,1,day,,,,,
36643,3600 mg/kg/day,3600,3600,mg/kg,high,mass_mass,1,day,1,day,,,,,
54093,3600 mg/kg/day,3600,3600,mg/kg,high,mass_mass,1,day,1,day,,,,,
41054,3670 mg/kg/day,3670,3670,mg/kg,high,mass_mass,1,day,1,day,,,,,
33864,3700 mg/kg/day,3700,3700,mg/kg,high,mass_mass,1,day,1,day,,,,,
29478,3743 mg/kg/day,3743,3743,mg/kg,high,mass_mass,1,day,1,day,,,,,
54493,3750 mg/kg/day,3750,3750,mg/kg,high,mass_mass,1,day,1,day,,,,,
48586,3800 mg/kg/day,3800,3800,mg/kg,high,mass_mass,1,day,1,day,,,,,
36644,3840 mg/kg/day,3840,3840,mg/kg,high,mass_mass,1,day,1,day,,,,,
34154,4000 mg (I)/kg/day,4000,4000,mg/kg,low,mass_mass,,,1,day,,,,,
3607,4000 mg/kg/day,4000,4000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12756,4000 mg/kg/day,4000,4000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12834,4000 mg/kg/day,4000,4000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12835,4000mg/kg/day,4000,4000,mg/kg,high,mass_mass,,,1,day,,,,,
12949,4000 mg/kg/day,4000,4000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12950,4000 mg/kg/day,4000,4000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12951,4000 mg/kg/day,4000,4000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12966,4000 mg/kg/day,4000,4000,mg/kg,high,mass_mass,1,day,1,day,,,,,
16419,4000 mg/kg/day,4000,4000,mg/kg,high,mass_mass,1,day,1,day,,,,,
28659,4000 mg/kg/day,4000,4000,mg/kg,high,mass_mass,1,day,1,day,,,,,
28660,4000 mg/kg/day,4000,4000,mg/kg,high,mass_mass,1,day,1,day,,,,,
33868,4000 mg/kg/day,4000,4000,mg/kg,high,mass_mass,1,day,1,day,,,,,
41055,4000 mg/kg/day,4000,4000,mg/kg,high,mass_mass,1,day,1,day,,,,,
54667,4000 mg/kg/day,4000,4000,mg/kg,high,mass_mass,1,day,1,day,,,,,
16420,4000 mg/kg/day/11D,4000,4000,mg/kg,high,mass_mass,,,1,day,,,,,
45208,4000 mg/kg/once daily,4000,4000,mg/kg,high,mass_mass,,,1,day,,,,,
14841,4000 mg/kg/day,4000,4000,mg/kg,high,mass_mass,1,day,1,day,,,,,
41057,4200 mg/kg/day,4200,4200,mg/kg,high,mass_mass,1,day,1,day,,,,,
8804,4500 mg/kg/day,4500,4500,mg/kg,high,mass_mass,1,day,1,day,,,,,
32108,4600 mg/kg/day,4600,4600,mg/kg,high,mass_mass,1,day,1,day,,,,,
29477,3473-4695 mg/kg/day,3473,4695,mg/kg,high,mass_mass,1,day,1,day,,,,,
7123,4800 mg/kg/day,4800,4800,mg/kg,high,mass_mass,1,day,1,day,,,,,
18372,4800 mg/kg/day,4800,4800,mg/kg,high,mass_mass,1,day,1,day,,,,,
39473,4800 mg/kg/day,4800,4800,mg/kg,high,mass_mass,1,day,1,day,,,,,
49041,800-5000 mg/kg/day,800,5000,mg/kg,high,mass_mass,1,day,1,day,,,,,
16405,2000-5000 mg/kg/day,2000,5000,mg/kg,high,mass_mass,1,day,1,day,,,,,
49007,2000-5000 mg/kg/day,2000,5000,mg/kg,high,mass_mass,1,day,1,day,,,,,
6928,5000 mg/kg/day,5000,5000,mg/kg,high,mass_mass,1,day,1,day,,,,,
28935,5000 mg/kg/day,5000,5000,mg/kg,high,mass_mass,1,day,1,day,,,,,
28944,Up to 5000 mg/kg/day,5000,5000,mg/kg,low,mass_mass,,,1,day,,,,,
26780,4300-5100 mg/kg/day,4300,5100,mg/kg,high,mass_mass,1,day,1,day,,,,,
390,600-5328 mg/kg/day,600,5328,mg/kg,high,mass_mass,1,day,1,day,,,,,
16403,1200-6000 mg/kg/day,1200,6000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12956,6000 mg/kg/day,6000,6000,mg/kg,high,mass_mass,1,day,1,day,,,,,
18064,6000 mg/kg/day,6000,6000,mg/kg,high,mass_mass,1,day,1,day,,,,,
32109,6000 mg/kg/day,6000,6000,mg/kg,high,mass_mass,1,day,1,day,,,,,
45209,6000 mg/kg/day,6000,6000,mg/kg,high,mass_mass,1,day,1,day,,,,,
46632,6000 mg/kg/day,6000,6000,mg/kg,high,mass_mass,1,day,1,day,,,,,
7959,6400 mg/kg/day,6400,6400,mg/kg,high,mass_mass,1,day,1,day,,,,,
34155,6500 mg (I)/kg/day,6500,6500,mg/kg,low,mass_mass,,,1,day,,,,,
60463,6912 mg/kg/day,6912,6912,mg/kg,high,mass_mass,1,day,1,day,,,,,
49991,7538 mg/kg/day,7538,7538,mg/kg,high,mass_mass,1,day,1,day,,,,,
12957,8000 mg/kg/day,8000,8000,mg/kg,high,mass_mass,1,day,1,day,,,,,
49993,8000 mg/kg/day,8000,8000,mg/kg,high,mass_mass,1,day,1,day,,,,,
49992,7538-8152 mg/kg/day,7538,8152,mg/kg,high,mass_mass,1,day,1,day,,,,,
26788,848-8722 mg/kg/day,848,8722,mg/kg,high,mass_mass,1,day,1,day,,,,,
26789,8700-10300 mg/kg/day,8700,10300,mg/kg,high,mass_mass,1,day,1,day,,,,,
26756,1082-10324 mg/kg/day,1082,10324,mg/kg,high,mass_mass,1,day,1,day,,,,,
25922,12000 mg/kg/day,12000,12000,mg/kg,high,mass_mass,1,day,1,day,,,,,
16404,14000 mg/kg/day,14000,14000,mg/kg,high,mass_mass,1,day,1,day,,,,,
60124,1/2/5 mg/kg/day,43832,43832,mg/kg,low,mass_mass,,,1,day,,,,,
38700,1/2 mg/kg/day,43832,43832,mg/kg,high,mass_mass,1,day,1,day,,,,,
38699,1/10/30 mg/kg/day,43840,43840,mg/kg,low,mass_mass,,,1,day,,,,,
38698,1/10 mg/kg/day,43840,43840,mg/kg,high,mass_mass,1,day,1,day,,,,,
33526,3/2 mg/kg/day,43892,43892,mg/kg,high,mass_mass,1,day,1,day,,,,,
7276,5/2.5 mg/kg/day,43953,43953,mg/kg,low,mass_mass,,,1,day,,,,,
36982,5/10 mg/kg/day,43961,43961,mg/kg,high,mass_mass,1,day,1,day,,,,,
18256,10/20 mg/kg/day,44124,44124,mg/kg,high,mass_mass,1,day,1,day,,,,,
26190,0. mg/kg/day,NA,NA,mg/kg,high,mass_mass,1,day,1,day,,,,,
9672,1->4 mg/kg/day,1,1,mg/kg,high,mass_mass,,,1,day,,,,,
9694,>1->3 mg/kg/day,1,1,mg/kg,high,mass_mass,,,1,day,,,,,
9695,>1->4 mg/kg/day,1,1,mg/kg,high,mass_mass,,,1,day,,,,,
9698,>2->4 mg/kg/day,2,2,mg/kg,high,mass_mass,,,1,day,,,,,
9700,>3->4 mg/kg/day,3,3,mg/kg,high,mass_mass,,,1,day,,,,,
39065,3- 30 mg/kg/day,3,3,mg/kg,high,mass_mass,,,1,day,,,,,
39019,10- 30 mg/kg/day,10,10,mg/kg,high,mass_mass,,,1,day,,,,,
45736,<20->60 mg/kg/day,20,20,mg/kg,low,mass_mass,,,1,day,,,,,
49466,30- 300 mg/kg/day,30,30,mg/kg,high,mass_mass,,,1,day,,,,,
15892,35-mg/kg/day,35,35,mg/kg,high,mass_mass,,,1,day,,,,,
59983,<40->80 mg/kg/day,40,40,mg/kg,low,mass_mass,,,1,day,,,,,
39085,40- 70 mg/kg/day,40,40,mg/kg,high,mass_mass,,,1,day,,,,,
8436,"0,6 mg/kg/day",0.6,0.6,mg/kg,high,mass_mass,1,day,1,day,,,,,
18257,10/mg/kg/day,10,10,mg/kg,low,mass_mass,,,1,day,,,,,
4592,"2,5 mg/kg/day",2.5,2.5,mg/kg,high,mass_mass,1,day,1,day,,,,,
23970,2/mg/kg/day,2,2,mg/kg,low,mass_mass,,,1,day,,,,,
45147,"0.0125 mg/kg/twice a day/14 days, then 14 days non-dosing, every cycle",0.0125,0.0125,mg/kg,high,mass_mass,,,2,day,,,,,
44567,"0.02 mg/kg, twice daily, from postnatal day 12 to postnatal day17",0.02,0.02,mg/kg,high,mass_mass,,,2,day,,,,,
35095,0.02-15 mg/kg/twice daily,0.02,0.02,mg/kg,high,mass_mass,,,2,day,,,,,
45148,0.025 mg/kg/twice a day,0.025,0.025,mg/kg,high,mass_mass,,,2,day,,,,,
45149,"0.025 mg/kg/twice a day/14 days, then 14 days non-dosing, every cycle",0.025,0.025,mg/kg,high,mass_mass,,,2,day,,,,,
16609,"0.03 mg/kg/twice daily, 7W",0.03,0.03,mg/kg,high,mass_mass,,,2,day,,,,,
55233,0.035-0.05 mg/kg/twice daily,0.035,0.035,mg/kg,high,mass_mass,,,2,day,,,,,
55234,0.035-0.075 mg/kg/twice daily,0.035,0.035,mg/kg,high,mass_mass,,,2,day,,,,,
27795,"0.05 mg/kg, 14D, twice a day",0.05,0.05,mg/kg,high,mass_mass,,,2,day,,,,,
32668,0.05 mg/kg/twice a day,0.05,0.05,mg/kg,high,mass_mass,,,2,day,,,,,
45150,"0.05 mg/kg/twice a day/14 days, then 14 days non-dosing, every cycle",0.05,0.05,mg/kg,high,mass_mass,,,2,day,,,,,
32669,0.05 mg/kg/twice a day,0.05,0.05,mg/kg,high,mass_mass,,,2,day,,,,,
55236,0.075-0.1 mg/kg/twice daily,0.075,0.075,mg/kg,high,mass_mass,,,2,day,,,,,
10231,"0.1 mg/kg, pregnant, twice a day for 2D from pregnantD 4",0.1,0.1,mg/kg,high,mass_mass,,,2,day,,,,,
10232,"0.1 mg/kg, pregnant, twice a day for 2D from pregnantD 6",0.1,0.1,mg/kg,high,mass_mass,,,2,day,,,,,
32674,0.1 mg/kg/twice a day,0.1,0.1,mg/kg,high,mass_mass,,,2,day,,,,,
11926,0.1-30 mg/kg twice a day/5 D,0.1,0.1,mg/kg,high,mass_mass,,,2,day,,,,,
36769,0.125 mg/kg/twice a day,0.125,0.125,mg/kg,high,mass_mass,,,2,day,,,,,
54484,0.125-1 mg/kg/twice a day,0.125,0.125,mg/kg,high,mass_mass,,,2,day,,,,,
27796,"0.15 mg/kg, 14D, twice a day",0.15,0.15,mg/kg,high,mass_mass,,,2,day,,,,,
32678,0.15 mg/kg/twice a day,0.15,0.15,mg/kg,high,mass_mass,,,2,day,,,,,
36312,0.15 mg/kg/twice a day,0.15,0.15,mg/kg,high,mass_mass,,,2,day,,,,,
994,0.2 mg/kg/1 hour/twice a day,0.2,0.2,mg/kg,high,mass_mass,,,2,day,,,,,
45151,0.205 mg/kg/twice a day,0.205,0.205,mg/kg,high,mass_mass,,,2,day,,,,,
57536,0.25 mg/kg/twice a day,0.25,0.25,mg/kg,high,mass_mass,,,2,day,,,,,
43282,"0.25 mg/kg/twice a day, from GD11, 10D",0.25,0.25,mg/kg,high,mass_mass,,,2,day,,,,,
45154,0.29 mg/kg/twice a day,0.29,0.29,mg/kg,high,mass_mass,,,2,day,,,,,
32682,0.3 mg/kg/twice a day,0.3,0.3,mg/kg,high,mass_mass,,,2,day,,,,,
19099,"0.3 mg/kg/twice daily, 7W",0.3,0.3,mg/kg,high,mass_mass,,,2,day,,,,,
48645,0.300 mg/kg twice a day/5 D,0.3,0.3,mg/kg,high,mass_mass,,,2,day,,,,,
1004,0.4 mg/kg/twice a day,0.4,0.4,mg/kg,high,mass_mass,,,2,day,,,,,
23069,0.4 mg/kg/twice a day,0.4,0.4,mg/kg,high,mass_mass,,,2,day,,,,,
45157,0.415 mg/kg/twice a day,0.415,0.415,mg/kg,high,mass_mass,,,2,day,,,,,
9913,"0.5 mg/kg, 7D, twice daily",0.5,0.5,mg/kg,high,mass_mass,,,2,day,,,,,
48879,0.5 mg/kg/2 times a day,0.5,0.5,mg/kg,high,mass_mass,,,2,day,,,,,
6747,0.5 mg/kg/twice a day,0.5,0.5,mg/kg,high,mass_mass,,,2,day,,,,,
6748,0.5 mg/kg/twice a day,0.5,0.5,mg/kg,high,mass_mass,,,2,day,,,,,
32687,0.5 mg/kg/twice a day,0.5,0.5,mg/kg,high,mass_mass,,,2,day,,,,,
36195,0.5 mg/kg/twice a day,0.5,0.5,mg/kg,high,mass_mass,,,2,day,,,,,
47862,0.5-8 mg/kg/twice a day,0.5,0.5,mg/kg,high,mass_mass,,,2,day,,,,,
51072,0.5-1 mg/kg/twice a day,0.5,0.5,mg/kg,high,mass_mass,,,2,day,,,,,
57538,0.5 mg/kg/twice a day,0.5,0.5,mg/kg,high,mass_mass,,,2,day,,,,,
43309,"0.5 mg/kg/twice a day, from GD11, 10D",0.5,0.5,mg/kg,high,mass_mass,,,2,day,,,,,
7798,0.5 mg/kg twice daily/4W,0.5,0.5,mg/kg,high,mass_mass,,,2,day,,,,,
45159,0.585 mg/kg/twice a day,0.585,0.585,mg/kg,high,mass_mass,,,2,day,,,,,
48880,0.6 mg/kg/2 times a day,0.6,0.6,mg/kg,high,mass_mass,,,2,day,,,,,
50324,0.6-1.7 mg/kg/twice a day,0.6,0.6,mg/kg,high,mass_mass,,,2,day,,,,,
43314,"0.7 mg/kg/day, at postnatal day 28-43, twice a day",0.7,0.7,mg/kg,high,mass_mass,,,2,day,,,,,
23255,0.75 mg/kg/twice a day,0.75,0.75,mg/kg,high,mass_mass,,,2,day,,,,,
1009,0.8 mg/kg/1 hour/twice a day,0.8,0.8,mg/kg,high,mass_mass,,,2,day,,,,,
12490,0.8 mg/kg/twice daily,0.8,0.8,mg/kg,high,mass_mass,,,2,day,,,,,
45160,0.835 mg/kg/twice a day,0.835,0.835,mg/kg,high,mass_mass,,,2,day,,,,,
45161,0.835 mg/kg/twice a day,0.835,0.835,mg/kg,high,mass_mass,,,2,day,,,,,
23260,1-1.25 mg/kg/twice a day,1,1,mg/kg,high,mass_mass,,,2,day,,,,,
23262,1-1.5 mg/kg/twice a day,1,1,mg/kg,high,mass_mass,,,2,day,,,,,
30061,"1 mg/kg, 7 d, twice daily",1,1,mg/kg,high,mass_mass,,,2,day,,,,,
3513,"1.0 mg/kg, 14 d, twice daily during the first 7 d and only once daily during the last 7 d",1,1,mg/kg,high,mass_mass,,,2,day,,,,,
39671,"1 mg/kg, 5D during week 1, 2 mg/kg twice daily 5D during week 2, 4 mg/kg twice daily 5D during week ",1,1,mg/kg,high,mass_mass,,,2,day,,,,,
39672,"1 mg/kg, 5D week 1, 2 mg/kg twice daily 5D week 2, 4 mg/kg twice daily 5D week 3",1,1,mg/kg,high,mass_mass,,,2,day,,,,,
43339,"1.0 mg/kg, pregnant, twice a day, 40% dose on pregnant d 7, 80% dose on pregnant d 8, and full dosag",1,1,mg/kg,high,mass_mass,,,2,day,,,,,
43327,"1 mg/kg, pregnant, twice a day fromD 14 of pregnancy untilD 24",1,1,mg/kg,high,mass_mass,,,2,day,,,,,
43328,"1 mg/kg, twice daily, pregnant, at pregnant days 11-20",1,1,mg/kg,high,mass_mass,,,2,day,,,,,
48881,1 mg/kg/2 times a day,1,1,mg/kg,high,mass_mass,,,2,day,,,,,
48882,1 mg/kg/2 times a day,1,1,mg/kg,high,mass_mass,,,2,day,,,,,
22783,1 mg/kg/twice a day,1,1,mg/kg,high,mass_mass,,,2,day,,,,,
23259,1 mg/kg/twice a day,1,1,mg/kg,high,mass_mass,,,2,day,,,,,
32696,1 mg/kg/twice a day,1,1,mg/kg,high,mass_mass,,,2,day,,,,,
51074,1 mg/kg/twice a day,1,1,mg/kg,high,mass_mass,,,2,day,,,,,
57539,1 mg/kg/twice a day,1,1,mg/kg,high,mass_mass,,,2,day,,,,,
58120,1 mg/kg/twice a day,1,1,mg/kg,high,mass_mass,,,2,day,,,,,
60344,1 mg/kg/twice a day,1,1,mg/kg,high,mass_mass,,,2,day,,,,,
43341,"1.0 mg/kg/twice a day, from GD11, 10D",1,1,mg/kg,high,mass_mass,,,2,day,,,,,
35099,1 mg/kg/twice daily,1,1,mg/kg,high,mass_mass,,,2,day,,,,,
4471,1 mg/kg twice daily/5-22D preg,1,1,mg/kg,high,mass_mass,,,2,day,,,,,
7799,1 mg/kg twice daily/4W,1,1,mg/kg,high,mass_mass,,,2,day,,,,,
51075,1 mg/kg/twice a day,1,1,mg/kg,high,mass_mass,,,2,day,,,,,
29727,"1.14 mg/kg, twice daily for 14D",1.14,1.14,mg/kg,high,mass_mass,,,2,day,,,,,
29728,"1.14 mg/kg, twice daily for 7D",1.14,1.14,mg/kg,high,mass_mass,,,2,day,,,,,
45164,1.165 mg/kg/twice a day,1.165,1.165,mg/kg,high,mass_mass,,,2,day,,,,,
57114,1.2 mg/kg/twice a day,1.2,1.2,mg/kg,high,mass_mass,,,2,day,,,,,
19962,1.25 mg/kg/twice a day,1.25,1.25,mg/kg,high,mass_mass,,,2,day,,,,,
11658,"1.25-2.5 mg/kg/twice daily, starting dose; then the dose to be increased by 1.25-2.5 mg/kg/twice dai",1.25,1.25,mg/kg,high,mass_mass,,,2,day,,,,,
11656,"1.25 mg/kg/twice daily, starting dose; then the dose was increased by 1.25 mg/kg/twice daily every 2",1.25,1.25,mg/kg,high,mass_mass,,,2,day,,,,,
11657,"1.25 mg/kg/twice daily, starting dose; then the dose was increased by 1.25 mg/kg/twice daily every o",1.25,1.25,mg/kg,high,mass_mass,,,2,day,,,,,
50947,1.5 mg/kg/once a day - 6 mg/kg/twice a day,1.5,1.5,mg/kg,high,mass_mass,,,2,day,,,,,
50948,"1.5 mg/kg/once daily for first week of life, 3 mg/kg/twice daily for days 8 to 28 of age",1.5,1.5,mg/kg,high,mass_mass,,,2,day,,,,,
50949,"1.5 mg/kg/once daily for first week of life, 3 mg/kg/twice daily for days 8 to 28 of age, 6 mg/kg/tw",1.5,1.5,mg/kg,high,mass_mass,,,2,day,,,,,
6750,1.5 mg/kg/twice a day,1.5,1.5,mg/kg,high,mass_mass,,,2,day,,,,,
6751,1.5 mg/kg/twice a day,1.5,1.5,mg/kg,high,mass_mass,,,2,day,,,,,
6752,1.5 mg/kg/twice a day,1.5,1.5,mg/kg,high,mass_mass,,,2,day,,,,,
6780,> 1.5 mg/kg/twice a day,1.5,1.5,mg/kg,high,mass_mass,,,2,day,,,,,
36319,1.5 mg/kg/twice a day,1.5,1.5,mg/kg,high,mass_mass,,,2,day,,,,,
6753,1.5 mg/kg/twice a day during the period of organogenesis,1.5,1.5,mg/kg,high,mass_mass,,,2,day,,,,,
